,Unnamed: 0_x,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-L,Unnamed: 0_y,User-ID,Book-Rating,Unnamed: 0,Location,Age,City,State,Country
26,85649,0440220394,A Wrinkle in Time,L'Engle Madelein,1996,Laurel-Leaf Books,http://images.amazon.com/images/P/0440220394.01.LZZZZZZZ.jpg,634417,153662,8,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
27,18129,0440211352,Seduced,Virginia Henley,1994,Dell Publishing Company,http://images.amazon.com/images/P/0440211352.01.LZZZZZZZ.jpg,634384,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
28,218053,006024027X,Tillie and Mert An I Can Read Book,Ida Luttrell,1985,HarperCollins Publishers,http://images.amazon.com/images/P/006024027X.01.LZZZZZZZ.jpg,631974,153662,8,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
29,48025,0373222947,Things Remembered Harlequin Intrigue No 294,Kelsey Roberts,1994,Harlequin,http://images.amazon.com/images/P/0373222947.01.LZZZZZZZ.jpg,633126,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
30,49658,0821764365,My Irish Love Zebra Historical Romance,Maggie James,1999,Zebra Books,http://images.amazon.com/images/P/0821764365.01.LZZZZZZZ.jpg,637125,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
31,216046,0821750534,Timeless Summer Time Travel Anthology,Rosalyn Alsobrook,1995,Kensington Pub Corp (Mm),http://images.amazon.com/images/P/0821750534.01.LZZZZZZZ.jpg,637053,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
32,22488,0671745115,The WICKED HEART,Christopher Pike,1993,Simon Pulse,http://images.amazon.com/images/P/0671745115.01.LZZZZZZZ.jpg,636293,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
33,18475,0425189031,Portrait in Death,Nora Roberts,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425189031.01.LZZZZZZZ.jpg,634263,153662,10,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
34,86552,1888914378,Collectors Value Guide Ty Beanie Babies Collector Handbook and Price Guide Winter 1999 Collector s Value Guide Ty Beanie Babies,CheckerBee Publishing,1998,Collectors' Publishing Co Inc,http://images.amazon.com/images/P/1888914378.01.LZZZZZZZ.jpg,638024,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
35,218467,0505521091,Hidden Heart Futuristic Romance,Anne Avery,1996,Love Spell,http://images.amazon.com/images/P/0505521091.01.LZZZZZZZ.jpg,635208,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
36,117088,0380008157,Sweet Savage Love,Rosemary Rogers,1976,Avon,http://images.amazon.com/images/P/0380008157.01.LZZZZZZZ.jpg,633644,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
37,218365,0515120286,Time Release,Martin J. Smith,1997,Jove Books,http://images.amazon.com/images/P/0515120286.01.LZZZZZZZ.jpg,635351,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
38,53521,0449149080,When Lightning Strikes,Kristin Hannah,1994,Ballantine Books,http://images.amazon.com/images/P/0449149080.01.LZZZZZZZ.jpg,634840,153662,9,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
39,31468,0821771183,This Must Be Love,Kasey Michaels,2003,Kensington Publishing Corporation,http://images.amazon.com/images/P/0821771183.01.LZZZZZZZ.jpg,637183,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
40,81143,155166786X,Tears Of The Renegade,Linda Howard,2001,Mira,http://images.amazon.com/images/P/155166786X.01.LZZZZZZZ.jpg,637701,153662,9,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
41,13678,0842329242,Nicolae The Rise of Antichrist Left Behind No 3,Tim F. Lahaye,1998,Tyndale House Publishers,http://images.amazon.com/images/P/0842329242.01.LZZZZZZZ.jpg,637295,153662,9,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
42,121616,0373705492,Paradox Harlequin Superromance No 70549,Lynn Erickson,1993,Harlequin,http://images.amazon.com/images/P/0373705492.01.LZZZZZZZ.jpg,633402,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
43,4598,0380811081,Again The Magic,Lisa Kleypas,2004,Avon,http://images.amazon.com/images/P/0380811081.01.LZZZZZZZ.jpg,633912,153662,10,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
44,45455,0451180313,The Rage of Innocence,William D. Pease,1994,Signet Book,http://images.amazon.com/images/P/0451180313.01.LZZZZZZZ.jpg,634928,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
45,218996,0380779625,Keegan s Lady,Catherine Anderson,1996,Avon,http://images.amazon.com/images/P/0380779625.01.LZZZZZZZ.jpg,633785,153662,9,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
46,113438,0553485911,Crushing on You Love Stories No 25,Wendy Loggia,1998,Bantam Books,http://images.amazon.com/images/P/0553485911.01.LZZZZZZZ.jpg,635701,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
47,7939,0671024094,The Coffin Dancer Lincoln Rhyme Novels Paperback,Jeffery Deaver,1999,Pocket Books,http://images.amazon.com/images/P/0671024094.01.LZZZZZZZ.jpg,636112,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
48,48759,030712908X,Toy Story,Betty Birney,1995,Golden Books,http://images.amazon.com/images/P/030712908X.01.LZZZZZZZ.jpg,632420,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
49,18015,0821746219,Bright Star s Promise,Karen A. Bale,1994,Zebra Books,http://images.amazon.com/images/P/0821746219.01.LZZZZZZZ.jpg,637041,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
50,30722,0448405202,The Little Engine That Could,Watty Piper,1978,Penguin Putnam Books for Young Readers,http://images.amazon.com/images/P/0448405202.01.LZZZZZZZ.jpg,634787,153662,10,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
51,216320,0373260318,Habit Of Fear,Nancy Davis,1989,Worldwide Library,http://images.amazon.com/images/P/0373260318.01.LZZZZZZZ.jpg,633252,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
52,102520,0373702124,Chance In Time Harlequin Superromance No 212,Sara Orwig,1986,Harlequin,http://images.amazon.com/images/P/0373702124.01.LZZZZZZZ.jpg,633386,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
53,44710,044023512X,City of Light,Lauren Belfer,2000,Island,http://images.amazon.com/images/P/044023512X.01.LZZZZZZZ.jpg,634477,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
54,218093,0805004300,Anna s Book,Fynn,1987,Smithmark Pub,http://images.amazon.com/images/P/0805004300.01.LZZZZZZZ.jpg,636887,153662,9,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
55,30230,0380751402,Uncertain Magic,Laura Kinsale,1987,Avon,http://images.amazon.com/images/P/0380751402.01.LZZZZZZZ.jpg,633708,153662,10,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
56,219506,0451404904,Lord of the Storm Topaz Dreamspun Romances,Justine Davis,1994,New Amer Library (Mm),http://images.amazon.com/images/P/0451404904.01.LZZZZZZZ.jpg,635082,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
57,99253,082177283X,Flowers for Mama Zebra Regency Romance,Mona Gedney,2002,Kensington Publishing Corporation,http://images.amazon.com/images/P/082177283X.01.LZZZZZZZ.jpg,637209,153662,3,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
58,18494,0385720955,The Blind Assassin,Margaret Atwood,2001,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720955.01.LZZZZZZZ.jpg,634056,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
59,22581,0312982305,The Wedding Night A Kenyon Family Novel,Barbara Dawson Smith,2004,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312982305.01.LZZZZZZZ.jpg,632613,153662,9,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
60,70252,0743469984,Department Thirty,David Kent,2003,Pocket Star,http://images.amazon.com/images/P/0743469984.01.LZZZZZZZ.jpg,636636,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
61,23231,1559722754,The Sewing Circle Hollywood s Greatest Secret Female Stars Who Loved Other Women,Axel Madsen,1995,Carol Publishing Corporation,http://images.amazon.com/images/P/1559722754.01.LZZZZZZZ.jpg,637811,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
62,13154,0440506743,Your Six Year Old Loving and Defiant,Louise Bates Ames,1981,Dell Publishing Company,http://images.amazon.com/images/P/0440506743.01.LZZZZZZZ.jpg,634555,153662,5,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
63,202465,038079635X,The Wedding Night,Linda Needham,1999,Avon,http://images.amazon.com/images/P/038079635X.01.LZZZZZZZ.jpg,633854,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
64,218602,0439049970,Captain Underpants and the Perilous Plot of Professor Poopypants The Fourth Epic Novel Captain Underpants,Dav Pilkey,2000,Blue Sky Press (AZ),http://images.amazon.com/images/P/0439049970.01.LZZZZZZZ.jpg,634283,153662,9,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
65,218036,0679838783,The Curse of the Cobweb Queen An Otto amp Uncle Tooth Adventure Step into Reading Step 3,GEOFFREY HAYES,1994,Random House Books for Young Readers,http://images.amazon.com/images/P/0679838783.01.LZZZZZZZ.jpg,636419,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
66,1853,0515127221,Sullivan s Island A Lowcountry Tale,Dorothea Benton Frank,2000,Jove Books,http://images.amazon.com/images/P/0515127221.01.LZZZZZZZ.jpg,635403,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
67,122029,0765343509,Once,James Herbert,2003,Tor Books,http://images.amazon.com/images/P/0765343509.01.LZZZZZZZ.jpg,636698,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
68,218466,0373058160,Beauty And The Beastmaster Premiere Silhouette Desire No 816,Carol Devine,1993,Silhouette,http://images.amazon.com/images/P/0373058160.01.LZZZZZZZ.jpg,632863,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
69,40787,1551668866,Twilight Hunger,Maggie Shayne,2002,Mira Books,http://images.amazon.com/images/P/1551668866.01.LZZZZZZZ.jpg,637736,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
70,68392,0373765193,Scenes of Passion,Suzanne Brockmann,2003,Silhouette,http://images.amazon.com/images/P/0373765193.01.LZZZZZZZ.jpg,633541,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
71,1356,0671028375,Fatal Voyage,Kathy Reichs,2002,Pocket,http://images.amazon.com/images/P/0671028375.01.LZZZZZZZ.jpg,636130,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
72,22473,082175565X,Warrior s Prize,Georgina Gentry,1997,Zebra Books,http://images.amazon.com/images/P/082175565X.01.LZZZZZZZ.jpg,637071,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
73,40570,0843947373,Manon Leisure Historical Romance,Melanie Jackson,2000,Leisure Books,http://images.amazon.com/images/P/0843947373.01.LZZZZZZZ.jpg,637391,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
74,82196,0312962517,Beside a Dreamswept Sea,Victoria Barrett,1997,St Martins Pr (Mm),http://images.amazon.com/images/P/0312962517.01.LZZZZZZZ.jpg,632536,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
75,215916,0380770350,Forever His An Avon Romance,Shelly Thacker,1993,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380770350.01.LZZZZZZZ.jpg,633757,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
76,21196,0452279593,The Magician s Wife William Abrahams Book,Brian Moore,1999,Plume Books,http://images.amazon.com/images/P/0452279593.01.LZZZZZZZ.jpg,635164,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
77,159383,006106419X,Wishbone Classic 05 Oliver Twist Wishbone Classics,Joanne Mattern,1996,HarperEntertainment,http://images.amazon.com/images/P/006106419X.01.LZZZZZZZ.jpg,632101,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
78,218689,0553057685,The Emotional Incest Syndrome What to Do When a Parent s Love Rules Your Life,Patricia Love,1990,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553057685.01.LZZZZZZZ.jpg,635523,153662,8,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
79,89439,081252750X,A Manhattan Ghost Story,T. M. Wright,1994,Tor Books (Mm),http://images.amazon.com/images/P/081252750X.01.LZZZZZZZ.jpg,636947,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
80,1612,0679731148,A Year in Provence,Peter Mayle,1991,Vintage Books USA,http://images.amazon.com/images/P/0679731148.01.LZZZZZZZ.jpg,636392,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
81,73162,0140440143,The Iliad,Homer,2003,Penguin Books,http://images.amazon.com/images/P/0140440143.01.LZZZZZZZ.jpg,632292,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
82,23809,0590453874,The Dead Girlfriend Point,R. L. Stine,1993,Scholastic,http://images.amazon.com/images/P/0590453874.01.LZZZZZZZ.jpg,635951,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
83,31741,0373761899,Beloved Silhouette Desire 1189,Diana Palmer,1998,Silhouette,http://images.amazon.com/images/P/0373761899.01.LZZZZZZZ.jpg,633522,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
84,3725,0446359866,Presumed Innocent,Scott Turow,1989,Warner Books,http://images.amazon.com/images/P/0446359866.01.LZZZZZZZ.jpg,634634,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
85,217337,0804105855,The Right to Innocence Healing the Trauma of Childhood Sexual Abuse,Beverly Engel,1991,Ivy Books,http://images.amazon.com/images/P/0804105855.01.LZZZZZZZ.jpg,636846,153662,8,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
86,144386,0316141267,Top Wing Matt Christopher Sports Classics,Matt Christopher,1995,"Little, Brown",http://images.amazon.com/images/P/0316141267.01.LZZZZZZZ.jpg,632634,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
87,217136,0451200462,The Heart of the Antarctic The Farthest South Expedition 1907 1909,Ernest Shackleton,2000,Signet Book,http://images.amazon.com/images/P/0451200462.01.LZZZZZZZ.jpg,635001,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
88,2105,0679721819,Mama Day Vintage Contemporaries,Gloria Naylor,1989,Vintage Books USA,http://images.amazon.com/images/P/0679721819.01.LZZZZZZZ.jpg,636390,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
89,218470,0515054704,Crystal Heart,Lisa Gregory,1982,Jove Publications,http://images.amazon.com/images/P/0515054704.01.LZZZZZZZ.jpg,635277,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
90,149910,059010294X,Why Mosquitoes Buzz in People s Ears,Verna Aardema,1980,Scholastic,http://images.amazon.com/images/P/059010294X.01.LZZZZZZZ.jpg,635878,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
91,89563,0451526724,Hard Times For These Times,Charles Dickens,1997,Signet Classics,http://images.amazon.com/images/P/0451526724.01.LZZZZZZZ.jpg,635158,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
92,217197,0688045928,Jane Emily,Patricia Clapp,1993,Harpercollins Juvenile Books,http://images.amazon.com/images/P/0688045928.01.LZZZZZZZ.jpg,636466,153662,8,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
93,216871,0440302978,The American Short Story American Short Story,Calvin Skaggs,1989,Delta Trade Paperbacks,http://images.amazon.com/images/P/0440302978.01.LZZZZZZZ.jpg,634527,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
94,216372,0843946598,An Old Fashioned Southern Christmas,Leigh Greenwood,1998,Leisure Books,http://images.amazon.com/images/P/0843946598.01.LZZZZZZZ.jpg,637387,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
95,217473,0821757555,The Unsuitable Suitor Zebra Regency Romance,Marilyn Clay,1997,Zebra Books,http://images.amazon.com/images/P/0821757555.01.LZZZZZZZ.jpg,637090,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
96,85356,050552144X,Miracle of Love Timeswept,Victoria Chancellor,1996,Love Spell,http://images.amazon.com/images/P/050552144X.01.LZZZZZZZ.jpg,635209,153662,9,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
97,51090,0440235715,2000 Kisses,Christina Skye,1999,Island,http://images.amazon.com/images/P/0440235715.01.LZZZZZZZ.jpg,634485,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
98,53670,0380817896,Claiming the Highlander The MacAllisters,Kinley MacGregor,2002,Avon,http://images.amazon.com/images/P/0380817896.01.LZZZZZZZ.jpg,633955,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
99,26388,0373707142,Family Likeness Bestselling Author Flash Harlequin Superromance No 714,Margot Dalton,1996,Harlequin,http://images.amazon.com/images/P/0373707142.01.LZZZZZZZ.jpg,633422,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
100,60247,1590521986,Sisterchicks on the Loose Sisterchicks,Robin Jones Gunn,2003,Multnomah,http://images.amazon.com/images/P/1590521986.01.LZZZZZZZ.jpg,637987,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
101,218222,0671648233,Peeper amp the Giant Easter Egg,Rhonda Greenburg,1988,Little Simon,http://images.amazon.com/images/P/0671648233.01.LZZZZZZZ.jpg,636225,153662,7,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
102,100930,0345293568,Beloved,Bertrice Small,1983,Ballantine Books,http://images.amazon.com/images/P/0345293568.01.LZZZZZZZ.jpg,632669,153662,5,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
103,154610,0373168764,Uncle Sarge Harlequin American Romance No 876,Bonnie Gardner,2001,Harlequin,http://images.amazon.com/images/P/0373168764.01.LZZZZZZZ.jpg,633058,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
104,217241,0590100629,Young Patriot the American Revoultion As,Jim Murphy,0,Scholastic Inc,http://images.amazon.com/images/P/0590100629.01.LZZZZZZZ.jpg,635877,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
105,217928,0590465368,Time Windows,Kathryn Reiss,1994,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590465368.01.LZZZZZZZ.jpg,635970,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
106,32595,0553283936,Negotiator,Frederick Forsyth,1999,Bantam Books,http://images.amazon.com/images/P/0553283936.01.LZZZZZZZ.jpg,635628,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
107,101698,0373078102,Truth About Toby Harlequin Intimate Moments No 810,Cheryl St. John,1997,Silhouette,http://images.amazon.com/images/P/0373078102.01.LZZZZZZZ.jpg,632919,153662,0,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
108,73070,0821768433,Christmas Angel,Jo Beverley,2001,Zebra Books,http://images.amazon.com/images/P/0821768433.01.LZZZZZZZ.jpg,637161,153662,8,153661,"ft. stewart, georgia, usa",44.0,ft. stewart,georgia,Usa
